3155936,3,1,15,1,1,2,2,1,3,1,1,,,,,,,,,2,0,,0,,1,5,0,3,2,2,3,3,2,2,2,2,2,2,2,4,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,0,2,0,0,0,2,1,0,1,0,1,1,1,1,2,2,2,2,2,2,2,1,1,0,3,2,2,2,3,3,4,,,,,0,0,0,0,0,0,0,0,0,0,1,0,99,0,0,0,2,27,5,2,0,1,,2,1,2,2,3,0.409556990309187,3,3,4,4,1,1,2008,20,1,1,0,0,1,0,,,0,0,0,0,0,1,,0,0,1,0,0,1,0,7,6,13,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,2,2,2,6,21,0.666777789592743,0,0,0,1,0,0,1,6,3,0,3,2,3,2,2,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,5,5,5,5,1,5,1,1,5,1,5,5,5,1,1,5,5,5,5,5,5,5,4,2,4,4,4,2,1,4,1,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3107079,1,0,14,1,1,1,5,1,1,3,2,1,,,,,,,,3,1,4,0,,1,4,1,3,3,2,2,2,3,3,2,2,3,2,2,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,1,21,,,3,3,2,2,2,2,2,4,4,1,1,1,1,3,3,3,0,1,1,1,1,1,2,1,1,1,1,0,0,1,0,1,1,0,4,3,3,2,2,2,3,1,1,0,1,1,1,1,2,3,1,,,,,1,0,1,2,0,0,3,3,3,1,1,1,2,1,0,2,2,46,7,,1,,3,2,2,2,3,2,0.448161802551497,2,2,5,3,3,4,2008,47,2,1,1,1,1,1,,,0,0,1,11,0,0,0,1,1,1,1,0,1,1,8,4,12,1,19,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,3,3,3,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,4,4,1,3,3,2,8,17,1.09822225570679,1,0,0,0,0,0,0,11,4,1,1,1,4,1,3,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,5,1,1,5,1,5,1,5,1,1,5,1,1,5,5,1,1,5,5,5,5,1,1,2,1,1,1,1,4,4,1,4,1,1,4,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3118298,1,0,31,2,0,4,2,1,2,1,3,3,,,,,,,,2,1,8,1,6,1,5,0,3,4,2,3,3,2,2,2,3,3,4,4,1,1,1,0,3,1,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,1,21,,,3,4,3,3,2,2,1,2,2,1,3,2,2,3,2,3,0,1,1,1,0,0,2,0,0,3,3,0,2,0,0,1,0,3,2,2,2,2,2,3,2,0,,,3,2,2,3,2,3,4,,,,,0,0,0,0,3,0,0,2,1,0,0,0,99,0,0,0,1,40,4,,1,,2,2,2,5,4,2,0.860595665514559,3,4,3,2,3,1,2007,98,2,0,0,1,0,0,,,0,0,0,6,1,1,,0,1,1,1,1,1,0,9,6,15,0,22,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,2,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,2,0,0,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0,1,7,0,7,1,0,3,1,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,1,1,1,1,3,2,2,1,2,2,1,3,4,3,10,13,1.79517102241516,1,0,2,2,1,0,1,16,4,0,3,2,3,3,3,14,1,7,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,1,5,3,1,1,2,5,1,5,1,1,5,1,1,5,5,5,5,5,5,3,5,4,4,2,4,4,3,3,4,2,4,4,1,4,3,1,0,0,0,0,0,0,1,1,0,7,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3068988,2,1,13,2,0,7,2,2,2,1,1,,,,,,,,,3,0,,0,,1,7,1,3,2,3,3,4,3,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,0,3,0,3,1,2,3,0,0,0,3,3,3,3,1,1,2,2,2,2,2,0,,,3,3,4,4,4,2,1,,,,,0,0,0,2,0,0,0,0,0,0,0,0,4,2,1,1,1,25,9,5,0,3,,99,1,0,2,99,1.85577825101234,1,2,6,4,1,1,2002,25,1,0,0,0,0,0,,,0,0,0,2,1,1,,0,0,1,0,0,1,1,8,7,15,0,15,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,3,0,0,0,3,3,3,3,0,1,0,1,0,1,1,0,0,0,1,1,1,1,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,2,2,3,3,3,3,3,2,2,2,6,19,0.73696494102478,0,1,1,4,1,1,1,1,1,0,3,3,1,4,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,3,4,3,1,2,3,4,4,4,3,3,3,3,0,0,0,0,0,0,0,1,2,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3156599,2,1,6,2,1,1,5,1,3,1,2,1,,,,,,,,3,0,,0,,1,2,1,3,3,1,4,4,4,2,1,2,4,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,0,2,1,0,0,0,2,0,0,0,2,2,3,3,2,2,2,2,2,2,3,1,1,0,4,4,1,4,1,3,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,1,37,5,5,0,4,,99,1,0,1,88,1.85577825101234,1,3,4,4,2,4,2004,20,2,0,0,0,0,0,,,0,0,0,0,0,0,,0,1,1,0,0,1,1,7,8,15,0,18,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,2,2,3,3,0,1,0,0,0,0,1,0,0,0,1,1,1,1,3,0,12,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,3,3,3,3,3,2,2,2,6,21,0.666777789592743,0,0,1,3,1,0,1,4,3,0,4,4,4,4,4,20,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,4,2,1,4,4,4,2,4,4,4,2,2,3,3,0,0,0,0,0,0,0,1,2,1,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3105517,1,0,3,99,0,3,1,1,1,1,3,1,,,,,,,,2,0,,0,,1,30,1,4,4,3,3,3,3,2,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,,,3,3,3,4,4,3,4,,,,,0,0,0,2,0,0,0,2,0,0,99,0,4,0,0,0,2,58,7,,1,,3,99,1,2,3,99,1.37774729129723,1,2,5,3,4,1,2005,30,2,99,,1,1,0,,,0,0,0,4,1,1,0,0,1,1,0,0,1,1,11,6,17,0,16,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,2,3,3,2,2,2,2,3,2,3,8,16,1.16686117649078,1,0,0,0,0,0,0,0,1,0,3,3,2,4,1,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,2,0,5,,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,0,0,0,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3058406,1,1,5,2,1,1,1,1,3,2,1,,,,,,,,,3,1,20,0,,0,,1,3,3,2,3,3,2,2,2,2,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,3,1,1,2,2,1,0,0,1,0,2,2,2,2,2,2,2,3,4,1,0,,3,3,2,3,2,3,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,57,2,,1,,2,3,1,0,2,3,0.681024879162292,2,5,1,2,4,1,2008,17,1,0,0,0,0,0,,,0,0,0,0,0,0,,1,0,1,1,0,0,1,8,6,14,0,20,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,2,1,0,0,1,0,2,2,0,0,1,0,0,1,1,0,0,0,0,0,1,1,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,2,2,2,6,20,0.700116693973541,0,0,1,2,1,0,1,5,3,0,3,3,3,3,3,15,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,2,5,5,4,4,3,1,1,2,2,1,4,4,1,4,2,2,0,0,0,0,0,0,0,1,1,1,9,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3066465,1,0,13,1,1,1,1,2,2,1,1,,,,,,,,,3,0,,0,,1,50,1,3,3,2,3,3,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,0,1,1,1,0,1,2,0,0,3,0,0,0,0,0,0,2,3,2,2,3,2,3,3,2,0,,,3,3,2,4,1,3,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,43,7,,1,,4,99,1,1,2,99,0.409556990309187,3,2,5,4,3,1,2003,16,1,0,0,0,1,0,,,0,0,0,0,0,0,,0,0,1,0,0,1,1,8,6,14,0,20,0,,0,1,1,0,0,0,1,0,1,1,0,1,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,0,1,1,2,3,2,2,2,2,2,2,2,2,6,15,0.93348890542984,0,0,0,2,0,0,1,0,1,0,3,3,3,4,4,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,4,4,3,4,4,4,4,4,4,2,3,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3159907,2,1,23,1,1,1,5,1,3,3,2,3,,,,,,,,3,0,,0,,1,2,1,3,3,2,3,3,2,3,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,2,2,4,3,3,3,2,2,2,3,3,3,3,3,3,1,1,1,1,0,0,3,99,0,2,0,0,1,0,1,0,2,2,2,2,3,2,2,3,3,1,1,0,3,3,3,3,2,1,4,,,,,0,0,0,0,0,0,0,2,0,0,0,0,99,2,1,2,1,36,5,,1,,5,4,2,3,2,3,0.860595665514559,3,3,4,4,2,4,2008,8,2,0,0,0,0,0,,,0,0,0,2,0,0,,1,1,1,0,0,1,1,8,6,14,0,18,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,3,,0,2,0,0,1,0,1,0,2,2,0,0,1,,0,1,0,0,0,0,0,0,1,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2,2,2,2,2,2,6,19,0.73696494102478,0,0,0,2,0,0,1,0,1,0,3,3,2,3,3,14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,2,4,4,1,4,1,4,2,2,0,0,0,0,0,0,0,1,2,1,8,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
3088685,1,0,17,2,0,3,1,2,2,1,1,,,,,,,,,2,0,,1,12,1,10,0,2,2,3,4,3,2,1,2,3,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,0,,,,2,1,1,1,3,3,3,2,2,2,4,3,3,3,3,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,99,3,1,0,,,4,4,1,4,4,3,1,,,,,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,53,4,,1,,1,1,1,0,3,1,1.37774729129723,1,4,3,1,4,1,2008,2,1,1,0,1,1,0,,,0,0,0,0,1,1,,0,0,1,0,1,1,0,7,7,14,0,20,1,1,0,0,0,0,0,0,1,0,,1,0,,0,1,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,1,1,3,3,3,2,2,2,2,1,1,4,16,0.583430588245392,0,0,0,0,0,0,0,0,1,0,4,4,4,4,1,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,1,0,9,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,...1..,4,4,1,1,1,0,0,0,0,0,1,0.20626537501812,0.163364320993423,0.13041652739048,0.173841819167137,0.145435124635696,0.180676832795143,1.28502697407384e-05,0.00148556823842227,9.04510670807213e-05,0.00461114617064595,2.48154356086161e-05,0.993775188922882,,,,,,1,.....1,2,4,
